净值日期,单位净值,日增长率
2009-09-16,1.4635,-0.9677
2009-09-17,1.4873,1.6262
2009-09-18,1.4422,-3.0323
2009-09-21,1.4686,1.8305
2009-09-22,1.4455,-1.5729
2009-09-23,1.4161,-2.0339
2009-09-24,1.4091,-0.4943
2009-09-25,1.3992,-0.7026
2009-09-28,1.3693,-2.1369
2009-09-29,1.3688,-0.0365
2009-09-30,1.3789,0.7379
2009-10-09,1.4389,4.3513
2009-10-12,1.4396,0.0486
2009-10-13,1.4585,1.3129
2009-10-14,1.4721,0.9325
2009-10-15,1.4757,0.2445
2009-10-16,1.4855,0.6641
2009-10-19,1.5241,2.5985
2009-10-20,1.5395,1.0104
2009-10-21,1.534,-0.3573
2009-10-22,1.531,-0.1956
2009-10-23,1.5596,1.8681
2009-10-26,1.5603,0.0449
2009-10-27,1.5277,-2.0893
2009-10-28,1.5402,0.8182
2009-10-29,1.5104,-1.9348
2009-10-30,1.5252,0.9799
2009-11-02,1.5773,3.4159
2009-11-03,1.5973,1.268
2009-11-04,1.5993,0.1252
2009-11-05,1.606,0.4189
2009-11-06,1.6079,0.1183
2009-11-09,1.6193,0.709
2009-11-10,1.6252,0.3644
2009-11-11,1.6245,-0.0431
2009-11-12,1.6248,0.0185
2009-11-13,1.6362,0.7016
2009-11-16,1.6801,2.683
2009-11-17,1.6839,0.2262
2009-11-18,1.6791,-0.2851
2009-11-19,1.6889,0.5836
2009-11-20,1.6907,0.1066
2009-11-23,1.7083,1.041
2009-11-24,1.6543,-3.161
2009-11-25,1.7035,2.9741
2009-11-26,1.6436,-3.5163
2009-11-27,1.6121,-1.9165
2009-11-30,1.6781,4.094
2009-12-01,1.7084,1.8056
2009-12-02,1.7333,1.4575
2009-12-03,1.7429,0.5539
2009-12-04,1.7247,-1.0442
2009-12-07,1.7317,0.4059
2009-12-08,1.7186,-0.7565
2009-12-09,1.6875,-1.8096
2009-12-10,1.6954,0.4681
2009-12-11,1.6947,-0.0413
2009-12-14,1.7021,0.4367
2009-12-15,1.6995,-0.1528
2009-12-16,1.6878,-0.6884
2009-12-17,1.6355,-3.0987
2009-12-18,1.5877,-2.9227
2009-12-21,1.5946,0.4346
2009-12-22,1.5523,-2.6527
2009-12-23,1.5756,1.501
2009-12-24,1.6356,3.8081
2009-12-25,1.6499,0.8743
2009-12-28,1.6699,1.2122
2009-12-29,1.6741,0.2515
2009-12-30,1.6777,0.215
2009-12-31,1.6855,0.4649
2010-01-04,1.6802,-0.3144
2010-01-05,1.6958,0.9285
2010-01-06,1.7009,0.3007
2010-01-07,1.6686,-1.899
2010-01-08,1.6658,-0.1678
2010-01-11,1.666,0.012
2010-01-12,1.7023,2.1789
2010-01-13,1.6737,-1.6801
2010-01-14,1.712,2.2883
2010-01-15,1.7226,0.6192
2010-01-18,1.7321,0.5515
2010-01-19,1.7207,-0.6582
2010-01-20,1.6565,-3.731
2010-01-21,1.6539,-0.157
2010-01-22,1.6086,-2.739
2010-01-25,1.5943,-0.889
2010-01-26,1.5477,-2.9229
2010-01-27,1.5389,-0.5686
2010-01-28,1.5531,0.9227
2010-01-29,1.562,0.573
2010-02-01,1.5331,-1.8502
2010-02-02,1.5245,-0.561
2010-02-03,1.5534,1.8957
2010-02-04,1.5497,-0.2382
2010-02-05,1.5198,-1.9294
2010-02-08,1.5219,0.1382
2010-02-09,1.5273,0.3548
2010-02-10,1.5582,2.0232
2010-02-11,1.5584,0.0128
2010-02-12,1.5837,1.6235
2010-02-22,1.5777,-0.3789
2010-02-23,1.5785,0.0507
2010-02-24,1.6113,2.0779
2010-02-25,1.6328,1.3343
2010-02-26,1.6254,-0.4532
2010-03-01,1.6382,0.7875
2010-03-02,1.637,-0.0733
2010-03-03,1.6498,0.7819
2010-03-04,1.6058,-2.667
2010-03-05,1.6068,0.0623
2010-03-08,1.6221,0.9522
2010-03-09,1.6246,0.1541
2010-03-10,1.6043,-1.2495
2010-03-11,1.5917,-0.7854
2010-03-12,1.5778,-0.8733
2010-03-15,1.5576,-1.2803
2010-03-16,1.5622,0.2953
2010-03-17,1.6013,2.5029
2010-03-18,1.6003,-0.0624
2010-03-19,1.6065,0.3874
2010-03-22,1.6234,1.052
2010-03-23,1.6185,-0.3018
2010-03-24,1.6256,0.4387
2010-03-25,1.6158,-0.6029
2010-03-26,1.6326,1.0397
2010-03-29,1.6572,1.5068
2010-03-30,1.672,0.8931
2010-03-31,1.6708,-0.0718
2010-04-01,1.6974,1.5921
2010-04-02,1.7074,0.5891
2010-04-06,1.7105,0.1816
2010-04-07,1.7102,-0.0175
2010-04-08,1.7013,-0.5204
2010-04-09,1.7262,1.4636
2010-04-12,1.7346,0.4866
2010-04-13,1.7206,-0.8071
2010-04-14,1.7341,0.7846
2010-04-15,1.7125,-1.2456
2010-04-16,1.7056,-0.4029
2010-04-19,1.634,-4.1979
2010-04-20,1.6453,0.6916
2010-04-21,1.6887,2.6378
2010-04-22,1.6983,0.5685
2010-04-23,1.6906,-0.4534
2010-04-26,1.6872,-0.2011
2010-04-27,1.6537,-1.9855
2010-04-28,1.6457,-0.4838
2010-04-29,1.5991,-2.8316
2010-04-30,1.58,-1.1944
2010-05-04,1.5703,-0.6139
2010-05-05,1.6015,1.9869
2010-05-06,1.547,-3.4031
2010-05-07,1.5047,-2.7343
2010-05-10,1.4851,-1.3026
2010-05-11,1.4577,-1.845
2010-05-12,1.4429,-1.0153
2010-05-13,1.4814,2.6682
2010-05-14,1.4818,0.027
2010-05-17,1.4091,-4.9062
2010-05-18,1.4357,1.8877
2010-05-19,1.4529,1.198
2010-05-20,1.4448,-0.5575
2010-05-21,1.4871,2.9277
2010-05-24,1.5379,3.416
2010-05-25,1.5175,-1.3265
2010-05-26,1.5158,-0.112
2010-05-27,1.5421,1.7351
2010-05-28,1.5434,0.0843
2010-05-31,1.5082,-2.2807
2010-06-01,1.4834,-1.6443
2010-06-02,1.4963,0.8696
2010-06-03,1.4896,-0.4478
2010-06-04,1.4915,0.1276
2010-06-07,1.4862,-0.3553
2010-06-08,1.5036,1.1708
2010-06-09,1.534,2.0218
2010-06-10,1.5431,0.5932
2010-06-11,1.5403,-0.1815
2010-06-17,1.5103,-1.9477
2010-06-18,1.46,-3.3305
2010-06-21,1.4897,2.0342
2010-06-22,1.497,0.49
2010-06-23,1.4855,-0.7682
2010-06-24,1.4878,0.1548
2010-06-25,1.4608,-1.8148
2010-06-28,1.4371,-1.6224
2010-06-29,1.3664,-4.9196
2010-06-30,1.3448,-1.5808
2010-07-01,1.3177,-2.0152
2010-07-02,1.3019,-1.1991
2010-07-05,1.2942,-0.5914
2010-07-06,1.3234,2.2562
2010-07-07,1.345,1.6322
2010-07-08,1.3438,-0.0892
2010-07-09,1.3816,2.8129
2010-07-12,1.3989,1.2522
2010-07-13,1.382,-1.2081
2010-07-14,1.3872,0.3763
2010-07-15,1.3634,-1.7157
2010-07-16,1.3631,-0.022
2010-07-19,1.3892,1.9148
2010-07-20,1.428,2.793
2010-07-21,1.4355,0.5252
2010-07-22,1.453,1.2191
2010-07-23,1.455,0.1376
2010-07-26,1.4708,1.0859
2010-07-27,1.4687,-0.1428
2010-07-28,1.4967,1.9064
2010-07-29,1.5023,0.3742
2010-07-30,1.5014,-0.0599
2010-08-02,1.5285,1.805
2010-08-03,1.5097,-1.23
2010-08-04,1.5192,0.6293
2010-08-05,1.5227,0.2304
2010-08-06,1.551,1.8585
2010-08-09,1.5784,1.7666
2010-08-10,1.5348,-2.7623
2010-08-11,1.5541,1.2575
2010-08-12,1.5388,-0.9845
2010-08-13,1.5636,1.6116
2010-08-16,1.596,2.0721
2010-08-17,1.616,1.2531
2010-08-18,1.6233,0.4517
2010-08-19,1.6214,-0.117
2010-08-20,1.5812,-2.4793
2010-08-23,1.5847,0.2214
2010-08-24,1.5972,0.7888
2010-08-25,1.5693,-1.7468
2010-08-26,1.5841,0.9431
2010-08-27,1.6075,1.4772
2010-08-30,1.6525,2.7994
2010-08-31,1.671,1.1195
2010-09-01,1.6537,-1.0353
2010-09-02,1.6826,1.7476
2010-09-03,1.6928,0.6062
2010-09-06,1.6788,-0.827
2010-09-07,1.681,0.131
2010-09-08,1.7044,1.392
2010-09-09,1.6771,-1.6017
2010-09-10,1.7045,1.6338
2010-09-13,1.7385,1.9947
2010-09-14,1.7549,0.9433
2010-09-15,1.7137,-2.3477
2010-09-16,1.684,-1.7331
2010-09-17,1.6866,0.1544
2010-09-20,1.6737,-0.7649
2010-09-21,1.6713,-0.1434
2010-09-27,1.7105,2.3455
2010-09-28,1.6941,-0.9588
2010-09-29,1.6705,-1.3931
2010-09-30,1.7008,1.8138
2010-10-08,1.7373,2.146
2010-10-11,1.7237,-0.7828
2010-10-12,1.7356,0.6904
2010-10-13,1.7367,0.0634
2010-10-14,1.6923,-2.5566
2010-10-15,1.6915,-0.0473
2010-10-18,1.6731,-1.0878
2010-10-19,1.7288,3.3291
2010-10-20,1.7463,1.0123
2010-10-21,1.7563,0.5726
2010-10-22,1.7841,1.5829
2010-10-25,1.8288,2.5055
2010-10-26,1.8296,0.0437
2010-10-27,1.814,-0.8526
2010-10-28,1.8345,1.1301
2010-10-29,1.8587,1.3192
2010-11-01,1.907,2.5986
2010-11-02,1.8908,-0.8495
2010-11-03,1.85,-2.1578
2010-11-04,1.8871,2.0054
2010-11-05,1.9126,1.3513
2010-11-08,1.9446,1.6731
2010-11-09,1.9537,0.468
2010-11-10,1.9577,0.2047
2010-11-11,1.9515,-0.3167
2010-11-12,1.8627,-4.5503
2010-11-15,1.9245,3.3178
2010-11-16,1.885,-2.0525
2010-11-17,1.8279,-3.0292
2010-11-18,1.8458,0.9793
2010-11-19,1.9132,3.6515
2010-11-22,1.9461,1.7196
2010-11-23,1.9267,-0.9969
2010-11-24,1.9758,2.5484
2010-11-25,1.9783,0.1265
2010-11-26,1.9746,-0.187
2010-11-29,1.9874,0.6482
2010-11-30,1.9572,-1.5196
2010-12-01,1.9461,-0.5671
2010-12-02,1.9507,0.2364
2010-12-03,1.9327,-0.9227
2010-12-06,1.9105,-1.1487
2010-12-07,1.9446,1.7849
2010-12-08,1.9388,-0.2983
2010-12-09,1.9064,-1.6711
2010-12-10,1.9277,1.1173
2010-12-13,1.9826,2.848
2010-12-14,1.9943,0.5901
2010-12-15,1.9876,-0.336
2010-12-16,1.9828,-0.2415
2010-12-17,1.9854,0.1311
2010-12-20,1.9708,-0.7354
2010-12-21,1.9893,0.9387
2010-12-22,1.9705,-0.9451
2010-12-23,1.9392,-1.5884
2010-12-24,1.9124,-1.382
2010-12-27,1.8729,-2.0655
2010-12-28,1.84,-1.7566
2010-12-29,1.8695,1.6033
2010-12-30,1.8879,0.9842
2010-12-31,1.931,2.283
2011-01-04,1.949,0.9322
2011-01-05,1.9419,-0.3643
2011-01-06,1.9253,-0.8548
2011-01-07,1.9078,-0.9089
2011-01-10,1.859,-2.5579
2011-01-11,1.8419,-0.9198
2011-01-12,1.8398,-0.114
2011-01-13,1.8456,0.3153
2011-01-14,1.8139,-1.7176
2011-01-17,1.7381,-4.1788
2011-01-18,1.7386,0.0288
2011-01-19,1.78,2.3812
2011-01-20,1.7259,-3.0393
2011-01-21,1.7249,-0.0579
2011-01-24,1.6768,-2.7886
2011-01-25,1.6697,-0.4234
2011-01-26,1.6948,1.5033
2011-01-27,1.731,2.1359
2011-01-28,1.7518,1.2016
2011-01-31,1.7775,1.4671
2011-02-01,1.7765,-0.0563
2011-02-09,1.7606,-0.895
2011-02-10,1.8029,2.4026
2011-02-11,1.8241,1.1759
2011-02-14,1.8684,2.4286
2011-02-15,1.8708,0.1285
2011-02-16,1.9002,1.5715
2011-02-17,1.909,0.4631
2011-02-18,1.8829,-1.3672
2011-02-21,1.9163,1.7739
2011-02-22,1.8781,-1.9934
2011-02-23,1.8972,1.017
2011-02-24,1.904,0.3584
2011-02-25,1.8962,-0.4097
2011-02-28,1.9222,1.3712
2011-03-01,1.9282,0.3121
2011-03-02,1.9219,-0.3267
2011-03-03,1.8799,-2.1853
2011-03-04,1.899,1.016
2011-03-07,1.9207,1.1427
2011-03-08,1.919,-0.0885
2011-03-09,1.9326,0.7087
2011-03-10,1.9199,-0.6571
2011-03-11,1.9081,-0.6146
2011-03-14,1.9192,0.5817
2011-03-15,1.9016,-0.917
2011-03-16,1.9263,1.2989
2011-03-17,1.9071,-0.9967
2011-03-18,1.91,0.1521
2011-03-21,1.898,-0.6283
2011-03-22,1.8919,-0.3214
2011-03-23,1.9169,1.3214
2011-03-24,1.92,0.1617
2011-03-25,1.9356,0.8125
2011-03-28,1.9217,-0.7181
2011-03-29,1.8773,-2.3105
2011-03-30,1.8574,-1.06
2011-03-31,1.8405,-0.9099
2011-04-01,1.8596,1.0378
2011-04-06,1.8475,-0.6507
2011-04-07,1.8587,0.6062
2011-04-08,1.8857,1.4526
2011-04-11,1.8725,-0.7
2011-04-12,1.8639,-0.4593
2011-04-13,1.8812,0.9282
2011-04-14,1.8733,-0.4199
2011-04-15,1.8608,-0.6673
2011-04-18,1.8626,0.0967
2011-04-19,1.8571,-0.2953
2011-04-20,1.8721,0.8077
2011-04-21,1.8882,0.86
2011-04-22,1.8868,-0.0741
2011-04-25,1.8599,-1.4257
2011-04-26,1.844,-0.8549
2011-04-27,1.818,-1.41
2011-04-28,1.7698,-2.6513
2011-04-29,1.7982,1.6047
2011-05-03,1.8145,0.9065
2011-05-04,1.7767,-2.0832
2011-05-05,1.7764,-0.0169
2011-05-06,1.7789,0.1407
2011-05-09,1.7896,0.6015
2011-05-10,1.803,0.7488
2011-05-11,1.8059,0.1608
2011-05-12,1.7815,-1.3511
2011-05-13,1.7869,0.3031
2011-05-16,1.785,-0.1063
2011-05-17,1.7824,-0.1457
2011-05-18,1.7873,0.2749
2011-05-19,1.7862,-0.0615
2011-05-20,1.7812,-0.2799
2011-05-23,1.7143,-3.7559
2011-05-24,1.7185,0.245
2011-05-25,1.6972,-1.2395
2011-05-26,1.6774,-1.1666
2011-05-27,1.6544,-1.3712
2011-05-30,1.6405,-0.8402
2011-05-31,1.6686,1.7129
2011-06-01,1.6834,0.887
2011-06-02,1.6698,-0.8079
2011-06-03,1.6972,1.6409
2011-06-07,1.7153,1.0665
2011-06-08,1.7167,0.0816
2011-06-09,1.6852,-1.8349
2011-06-10,1.6774,-0.4629
2011-06-13,1.679,0.0954
2011-06-14,1.696,1.0125
2011-06-15,1.6782,-1.0495
2011-06-16,1.647,-1.8591
2011-06-17,1.6318,-0.9229
2011-06-20,1.6181,-0.8396
2011-06-21,1.6381,1.236
2011-06-22,1.6378,-0.0183
2011-06-23,1.6676,1.8195
2011-06-24,1.6974,1.787
2011-06-27,1.713,0.9191
2011-06-28,1.7197,0.3911
2011-06-29,1.7038,-0.9246
2011-06-30,1.7264,1.3264
2011-07-01,1.736,0.5561
2011-07-04,1.7761,2.3099
2011-07-05,1.7857,0.5405
2011-07-06,1.7849,-0.0448
2011-07-07,1.7918,0.3866
2011-07-08,1.7987,0.3851
2011-07-11,1.8191,1.1342
2011-07-12,1.8001,-1.0445
2011-07-13,1.8309,1.711
2011-07-14,1.8405,0.5243
2011-07-15,1.846,0.2988
2011-07-18,1.844,-0.1083
2011-07-19,1.8243,-1.0683
2011-07-20,1.8254,0.0603
2011-07-21,1.8067,-1.0244
2011-07-22,1.8106,0.2159
2011-07-25,1.7532,-3.1702
2011-07-26,1.7633,0.5761
2011-07-27,1.791,1.5709
2011-07-28,1.7966,0.3127
2011-07-29,1.7744,-1.2357
2011-08-01,1.783,0.4847
2011-08-02,1.782,-0.0561
2011-08-03,1.7855,0.1964
2011-08-04,1.7933,0.4369
2011-08-05,1.775,-1.0205
2011-08-08,1.7205,-3.0704
2011-08-09,1.7322,0.68
2011-08-10,1.758,1.4894
2011-08-11,1.7859,1.587
2011-08-12,1.7918,0.3304
2011-08-15,1.8031,0.6307
2011-08-16,1.7904,-0.7043
2011-08-17,1.7802,-0.5697
2011-08-18,1.7561,-1.3538
2011-08-19,1.7448,-0.6435
2011-08-22,1.7208,-1.3755
2011-08-23,1.7445,1.3773
2011-08-24,1.7493,0.2752
2011-08-25,1.7791,1.7035
2011-08-26,1.7825,0.1911
2011-08-29,1.7756,-0.3871
2011-08-30,1.7653,-0.5801
2011-08-31,1.7588,-0.3682
2011-09-01,1.746,-0.7278
2011-09-02,1.7284,-1.008
2011-09-05,1.6905,-2.1928
2011-09-06,1.6753,-0.8991
2011-09-07,1.7068,1.8803
2011-09-08,1.6953,-0.6738
2011-09-09,1.6837,-0.6842
2011-09-13,1.6556,-1.6689
2011-09-14,1.6665,0.6584
2011-09-15,1.6679,0.084
2011-09-16,1.6699,0.1199
2011-09-19,1.6406,-1.7546
2011-09-20,1.642,0.0853
2011-09-21,1.6876,2.7771
2011-09-22,1.6456,-2.4887
2011-09-23,1.6387,-0.4193
2011-09-26,1.6231,-0.952
2011-09-27,1.6302,0.4374
2011-09-28,1.6152,-0.9201
2011-09-29,1.5881,-1.6778
2011-09-30,1.5848,-0.2078
2011-10-10,1.5677,-1.079
2011-10-11,1.5472,-1.3076
2011-10-12,1.5922,2.9085
2011-10-13,1.6055,0.8353
2011-10-14,1.596,-0.5917
2011-10-17,1.6082,0.7644
2011-10-18,1.5658,-2.6365
2011-10-19,1.551,-0.9452
2011-10-20,1.5098,-2.6564
2011-10-21,1.483,-1.7751
2011-10-24,1.5029,1.3419
2011-10-25,1.5432,2.6815
2011-10-26,1.5558,0.8165
2011-10-27,1.5536,-0.1414
2011-10-28,1.587,2.1498
2011-10-31,1.5935,0.4096
2011-11-01,1.5955,0.1255
2011-11-02,1.6175,1.3789
2011-11-03,1.6281,0.6553
2011-11-04,1.6344,0.387
2011-11-07,1.6285,-0.361
2011-11-08,1.6226,-0.3623
2011-11-09,1.6368,0.8751
2011-11-10,1.6217,-0.9225
2011-11-11,1.6145,-0.444
2011-11-14,1.65,2.1988
2011-11-15,1.6566,0.4
2011-11-16,1.6168,-2.4025
2011-11-17,1.6199,0.1917
2011-11-18,1.5882,-1.9569
2011-11-21,1.5844,-0.2393
2011-11-22,1.5816,-0.1767
2011-11-23,1.5785,-0.196
2011-11-24,1.5777,-0.0507
2011-11-25,1.5676,-0.6402
2011-11-28,1.5736,0.3828
2011-11-29,1.5971,1.4934
2011-11-30,1.5566,-2.5358
2011-12-01,1.5824,1.6575
2011-12-02,1.5536,-1.82
2011-12-05,1.5142,-2.536
2011-12-06,1.512,-0.1453
2011-12-07,1.5135,0.0992
2011-12-08,1.5075,-0.3964
2011-12-09,1.4958,-0.7761
2011-12-12,1.482,-0.9226
2011-12-13,1.4504,-2.1323
2011-12-14,1.4317,-1.2893
2011-12-15,1.4074,-1.6973
2011-12-16,1.4396,2.2879
2011-12-19,1.4412,0.1111
2011-12-20,1.4337,-0.5204
2011-12-21,1.4095,-1.6879
2011-12-22,1.4139,0.3122
2011-12-23,1.4183,0.3112
2011-12-26,1.4083,-0.7051
2011-12-27,1.3815,-1.903
2011-12-28,1.3759,-0.4054
2011-12-29,1.3783,0.1744
2011-12-30,1.4045,1.9009
2011-12-31,1.4044,-0.0071
2012-01-04,1.3672,-2.6488
2012-01-05,1.3127,-3.9862
2012-01-06,1.3137,0.0762
2012-01-09,1.3526,2.9611
2012-01-10,1.3997,3.4822
2012-01-11,1.3977,-0.1429
2012-01-12,1.391,-0.4794
2012-01-13,1.3439,-3.3861
2012-01-16,1.2917,-3.8842
2012-01-17,1.3508,4.5754
2012-01-18,1.3198,-2.2949
2012-01-19,1.3398,1.5154
2012-01-20,1.3596,1.4778
2012-01-30,1.3515,-0.5958
2012-01-31,1.3578,0.4661
2012-02-01,1.3476,-0.7512
2012-02-02,1.3662,1.3802
2012-02-03,1.3851,1.3834
2012-02-06,1.4001,1.083
2012-02-07,1.3807,-1.3856
2012-02-08,1.4156,2.5277
2012-02-09,1.4204,0.3391
2012-02-10,1.4249,0.3168
2012-02-13,1.4304,0.386
2012-02-14,1.4242,-0.4334
2012-02-15,1.4402,1.1234
2012-02-16,1.4382,-0.1389
2012-02-17,1.4354,-0.1947
2012-02-20,1.4394,0.2787
2012-02-21,1.4556,1.1255
2012-02-22,1.4785,1.5732
2012-02-23,1.4908,0.8319
2012-02-24,1.5095,1.2544
2012-02-27,1.5121,0.1722
2012-02-28,1.4997,-0.8201
2012-02-29,1.4883,-0.7602
2012-03-01,1.4894,0.0739
2012-03-02,1.5112,1.4637
2012-03-05,1.5032,-0.5294
2012-03-06,1.4816,-1.4369
2012-03-07,1.4718,-0.6614
2012-03-08,1.4913,1.3249
2012-03-09,1.5182,1.8038
2012-03-12,1.5236,0.3557
2012-03-13,1.5411,1.1486
2012-03-14,1.5028,-2.4852
2012-03-15,1.4965,-0.4192
2012-03-16,1.5232,1.7842
2012-03-19,1.5314,0.5383
2012-03-20,1.5,-2.0504
2012-03-21,1.5041,0.2733
2012-03-22,1.4975,-0.4388
2012-03-23,1.4734,-1.6093
2012-03-26,1.4756,0.1493
2012-03-27,1.4703,-0.3592
2012-03-28,1.4183,-3.5367
2012-03-29,1.4083,-0.7051
2012-03-30,1.4095,0.0852
2012-03-31,1.4094,-0.0071
2012-04-05,1.445,2.5259
2012-04-06,1.4514,0.4429
2012-04-09,1.4365,-1.0266
2012-04-10,1.4463,0.6822
2012-04-11,1.4428,-0.242
2012-04-12,1.4663,1.6288
2012-04-13,1.4799,0.9275
2012-04-16,1.4814,0.1014
2012-04-17,1.4612,-1.3636
2012-04-18,1.4911,2.0463
2012-04-19,1.4848,-0.4225
2012-04-20,1.4864,0.1078
2012-04-23,1.4695,-1.137
2012-04-24,1.4531,-1.116
2012-04-25,1.4703,1.1837
2012-04-26,1.4755,0.3537
2012-04-27,1.4734,-0.1423
2012-05-02,1.5068,2.2669
2012-05-03,1.5135,0.4447
2012-05-04,1.5299,1.0836
2012-05-07,1.5432,0.8693
2012-05-08,1.541,-0.1426
2012-05-09,1.5139,-1.7586
2012-05-10,1.5204,0.4294
2012-05-11,1.5141,-0.4144
2012-05-14,1.5033,-0.7133
2012-05-15,1.5063,0.1996
2012-05-16,1.4891,-1.1419
2012-05-17,1.5003,0.7521
2012-05-18,1.484,-1.0864
2012-05-21,1.5022,1.2264
2012-05-22,1.5224,1.3447
2012-05-23,1.5209,-0.0985
2012-05-24,1.5132,-0.5063
2012-05-25,1.496,-1.1367
2012-05-28,1.5145,1.2366
2012-05-29,1.5443,1.9676
2012-05-30,1.5459,0.1036
2012-05-31,1.5407,-0.3364
2012-06-01,1.5416,0.0584
2012-06-04,1.5027,-2.5234
2012-06-05,1.4978,-0.3261
2012-06-06,1.4865,-0.7544
2012-06-07,1.4778,-0.5853
2012-06-08,1.4746,-0.2165
2012-06-11,1.5053,2.0819
2012-06-12,1.5167,0.7573
2012-06-13,1.5406,1.5758
2012-06-14,1.525,-1.0126
2012-06-15,1.5164,-0.5639
2012-06-18,1.532,1.0288
2012-06-19,1.5183,-0.8943
2012-06-20,1.5113,-0.461
2012-06-21,1.4924,-1.2506
2012-06-25,1.4621,-2.0303
2012-06-26,1.4495,-0.8618
2012-06-27,1.4456,-0.2691
2012-06-28,1.4295,-1.1137
2012-06-29,1.4525,1.609
2012-06-30,1.4524,-0.0069
2012-07-02,1.4626,0.7023
2012-07-03,1.4614,-0.082
2012-07-04,1.4521,-0.6364
2012-07-05,1.435,-1.1776
2012-07-06,1.4668,2.216
2012-07-09,1.4518,-1.0226
2012-07-10,1.438,-0.9505
2012-07-11,1.4522,0.9875
2012-07-12,1.4767,1.6871
2012-07-13,1.476,-0.0474
2012-07-16,1.4333,-2.893
2012-07-17,1.4317,-0.1116
2012-07-18,1.4315,-0.014
2012-07-19,1.4373,0.4052
2012-07-20,1.427,-0.7166
2012-07-23,1.4075,-1.3665
2012-07-24,1.4136,0.4334
2012-07-25,1.4014,-0.863
2012-07-26,1.3982,-0.2283
2012-07-27,1.3881,-0.7224
2012-07-30,1.3839,-0.3026
2012-07-31,1.3768,-0.513
2012-08-01,1.3981,1.5471
2012-08-02,1.3846,-0.9656
2012-08-03,1.4022,1.2711
2012-08-06,1.4291,1.9184
2012-08-07,1.4405,0.7977
2012-08-08,1.4351,-0.3749
2012-08-09,1.4558,1.4424
2012-08-10,1.4527,-0.2129
2012-08-13,1.4271,-1.7622
2012-08-14,1.4284,0.0911
2012-08-15,1.4177,-0.7491
2012-08-16,1.4089,-0.6207
2012-08-17,1.4027,-0.4401
2012-08-20,1.4017,-0.0713
2012-08-21,1.4118,0.7206
2012-08-22,1.4031,-0.6162
2012-08-23,1.4002,-0.2067
2012-08-24,1.3882,-0.857
2012-08-27,1.3665,-1.5632
2012-08-28,1.3655,-0.0732
2012-08-29,1.3583,-0.5273
2012-08-30,1.3395,-1.3841
2012-08-31,1.3407,0.0896
2012-09-03,1.3635,1.7006
2012-09-04,1.3527,-0.7921
2012-09-05,1.3565,0.2809
2012-09-06,1.3624,0.4349
2012-09-07,1.3994,2.7158
2012-09-10,1.4039,0.3216
2012-09-11,1.3943,-0.6838
2012-09-12,1.3986,0.3084
2012-09-13,1.392,-0.4719
2012-09-14,1.3876,-0.3161
2012-09-17,1.3628,-1.7873
2012-09-18,1.3589,-0.2862
2012-09-19,1.3654,0.4783
2012-09-20,1.346,-1.4208
2012-09-21,1.3435,-0.1857
2012-09-24,1.3511,0.5657
2012-09-25,1.3547,0.2664
2012-09-26,1.3364,-1.3509
2012-09-27,1.3571,1.5489
2012-09-28,1.3756,1.3632
2012-09-30,1.3755,-0.0073
2012-10-08,1.3707,-0.349
2012-10-09,1.3963,1.8677
2012-10-10,1.4004,0.2936
2012-10-11,1.3861,-1.0211
2012-10-12,1.3778,-0.5988
2012-10-15,1.3747,-0.225
2012-10-16,1.3846,0.7202
2012-10-17,1.3829,-0.1228
2012-10-18,1.405,1.5981
2012-10-19,1.401,-0.2847
2012-10-22,1.4159,1.0635
2012-10-23,1.394,-1.5467
2012-10-24,1.3832,-0.7747
2012-10-25,1.3746,-0.6217
2012-10-26,1.3628,-0.8584
2012-10-29,1.3582,-0.3375
2012-10-30,1.3621,0.2871
2012-10-31,1.3765,1.0572
2012-11-01,1.3939,1.2641
2012-11-02,1.394,0.0072
2012-11-05,1.3917,-0.165
2012-11-06,1.3936,0.1365
2012-11-07,1.3846,-0.6458
2012-11-08,1.3741,-0.7583
2012-11-09,1.3655,-0.6259
2012-11-12,1.3652,-0.022
2012-11-13,1.3539,-0.8277
2012-11-14,1.3596,0.421
2012-11-15,1.3544,-0.3825
2012-11-16,1.3424,-0.886
2012-11-19,1.3369,-0.4097
2012-11-20,1.3356,-0.0972
2012-11-21,1.3424,0.5091
2012-11-22,1.3292,-0.9833
2012-11-23,1.3409,0.8802
2012-11-26,1.327,-1.0366
2012-11-27,1.3073,-1.4846
2012-11-28,1.297,-0.7879
2012-11-29,1.2981,0.0848
2012-11-30,1.3175,1.4945
2012-12-03,1.3089,-0.6528
2012-12-04,1.3128,0.298
2012-12-05,1.3432,2.3157
2012-12-06,1.3391,-0.3052
2012-12-07,1.347,0.5899
2012-12-10,1.3548,0.5791
2012-12-11,1.3514,-0.251
2012-12-12,1.3502,-0.0888
2012-12-13,1.3462,-0.2963
2012-12-14,1.3863,2.9788
2012-12-17,1.3799,-0.4617
2012-12-18,1.3682,-0.8479
2012-12-19,1.3719,0.2704
2012-12-20,1.3799,0.5831
2012-12-21,1.3849,0.3623
2012-12-24,1.4035,1.3431
2012-12-25,1.4347,2.223
2012-12-26,1.4492,1.0107
2012-12-27,1.4405,-0.6003
2012-12-28,1.4539,0.9302
2012-12-31,1.4782,1.6714
2013-01-04,1.4681,-0.6833
2013-01-07,1.4851,1.158
2013-01-08,1.487,0.1279
2013-01-09,1.4934,0.4304
2013-01-10,1.4925,-0.0603
