净值日期,单位净值,日增长率
2013-01-11,1.4744,-1.2127
2013-01-14,1.5227,3.2759
2013-01-15,1.5279,0.3415
2013-01-16,1.5303,0.1571
2013-01-17,1.5254,-0.3202
2013-01-18,1.558,2.1371
2013-01-21,1.5524,-0.3594
2013-01-22,1.5347,-1.1402
2013-01-23,1.5348,0.0065
2013-01-24,1.5201,-0.9578
2013-01-25,1.5295,0.6184
2013-01-28,1.5574,1.8241
2013-01-29,1.5626,0.3339
2013-01-30,1.5643,0.1088
2013-01-31,1.547,-1.1059
2013-02-01,1.5689,1.4156
2013-02-04,1.5587,-0.6501
2013-02-05,1.585,1.6873
2013-02-06,1.5964,0.7192
2013-02-07,1.6139,1.0962
2013-02-08,1.6381,1.4995
2013-02-18,1.6244,-0.8363
2013-02-19,1.5835,-2.5179
2013-02-20,1.6206,2.3429
2013-02-21,1.5995,-1.302
2013-02-22,1.5904,-0.5689
2013-02-25,1.5945,0.2578
2013-02-26,1.5656,-1.8125
2013-02-27,1.5639,-0.1086
2013-02-28,1.6005,2.3403
2013-03-01,1.6138,0.831
2013-03-04,1.5503,-3.9348
2013-03-05,1.5805,1.948
2013-03-06,1.5879,0.4682
2013-03-07,1.5666,-1.3414
2013-03-08,1.5554,-0.7149
2013-03-11,1.5626,0.4629
2013-03-12,1.5466,-1.0239
2013-03-13,1.5324,-0.9181
2013-03-14,1.5482,1.0311
2013-03-15,1.5478,-0.0258
2013-03-18,1.5397,-0.5233
2013-03-19,1.544,0.2793
2013-03-20,1.5808,2.3834
2013-03-21,1.5899,0.5757
2013-03-22,1.5955,0.3522
2013-03-25,1.5972,0.1065
2013-03-26,1.6044,0.4508
2013-03-27,1.6109,0.4051
2013-03-28,1.5855,-1.5768
2013-03-29,1.5835,-0.1261
2013-04-01,1.5859,0.1516
2013-04-02,1.5604,-1.6079
2013-04-03,1.5462,-0.91
2013-04-08,1.5448,-0.0905
2013-04-09,1.5511,0.4078
2013-04-10,1.5404,-0.6898
2013-04-11,1.5407,0.0195
2013-04-12,1.5377,-0.1947
2013-04-15,1.5359,-0.1171
2013-04-16,1.5471,0.7292
2013-04-17,1.5698,1.4673
2013-04-18,1.5646,-0.3313
2013-04-19,1.5886,1.5339
2013-04-22,1.5792,-0.5917
2013-04-23,1.5486,-1.9377
2013-04-24,1.5667,1.1688
2013-04-25,1.5521,-0.9319
2013-04-26,1.5324,-1.2692
2013-05-02,1.5362,0.248
2013-05-03,1.5677,2.0505
2013-05-06,1.5852,1.1163
2013-05-07,1.5884,0.2019
2013-05-08,1.605,1.0451
2013-05-09,1.6043,-0.0436
2013-05-10,1.6061,0.1122
2013-05-13,1.5932,-0.8032
2013-05-14,1.5652,-1.7575
2013-05-15,1.5751,0.6325
2013-05-16,1.6025,1.7396
2013-05-17,1.6369,2.1466
2013-05-20,1.6461,0.562
2013-05-21,1.6448,-0.079
2013-05-22,1.6414,-0.2067
2013-05-23,1.6257,-0.9565
2013-05-24,1.6342,0.5229
2013-05-27,1.6429,0.5324
2013-05-28,1.6646,1.3208
2013-05-29,1.6698,0.3124
2013-05-30,1.6723,0.1497
2013-05-31,1.6553,-1.0166
2013-06-03,1.655,-0.0181
2013-06-04,1.6386,-0.9909
2013-06-05,1.6403,0.1037
2013-06-06,1.621,-1.1766
2013-06-07,1.5957,-1.5608
2013-06-13,1.5546,-2.5757
2013-06-14,1.5788,1.5567
2013-06-17,1.5805,0.1077
2013-06-18,1.603,1.4236
2013-06-19,1.6034,0.025
2013-06-20,1.5696,-2.108
2013-06-21,1.5693,-0.0191
2013-06-24,1.4981,-4.5371
2013-06-25,1.5003,0.1469
2013-06-26,1.5181,1.1864
2013-06-27,1.5314,0.8761
2013-06-28,1.5475,1.0513
2013-06-30,1.5474,-0.0065
2013-07-01,1.5812,2.1843
2013-07-02,1.6042,1.4546
2013-07-03,1.611,0.4239
2013-07-04,1.6134,0.149
2013-07-05,1.6155,0.1302
2013-07-08,1.5999,-0.9656
2013-07-09,1.5852,-0.9188
2013-07-10,1.6072,1.3878
2013-07-11,1.6431,2.2337
2013-07-12,1.6295,-0.8277
2013-07-15,1.6558,1.614
2013-07-16,1.6625,0.4046
2013-07-17,1.6335,-1.7444
2013-07-18,1.6125,-1.2856
2013-07-19,1.5701,-2.6295
2013-07-22,1.5878,1.1273
2013-07-23,1.629,2.5948
2013-07-24,1.6275,-0.0921
2013-07-25,1.621,-0.3994
2013-07-26,1.6129,-0.4997
2013-07-29,1.5872,-1.5934
2013-07-30,1.5866,-0.0378
2013-07-31,1.5904,0.2395
2013-08-01,1.6189,1.792
2013-08-02,1.6323,0.8277
2013-08-05,1.6578,1.5622
2013-08-06,1.6567,-0.0664
2013-08-07,1.6574,0.0423
2013-08-08,1.6525,-0.2956
2013-08-09,1.6648,0.7443
2013-08-12,1.6858,1.2614
2013-08-13,1.6801,-0.3381
2013-08-14,1.6672,-0.7678
2013-08-15,1.6449,-1.3376
2013-08-16,1.629,-0.9666
2013-08-19,1.6573,1.7373
2013-08-20,1.6621,0.2896
2013-08-21,1.6463,-0.9506
2013-08-22,1.6481,0.1093
2013-08-23,1.6447,-0.2063
2013-08-26,1.6586,0.8451
2013-08-27,1.6579,-0.0422
2013-08-28,1.6372,-1.2486
2013-08-29,1.6321,-0.3115
2013-08-30,1.6282,-0.239
2013-09-02,1.615,-0.8107
2013-09-03,1.6364,1.3251
2013-09-04,1.6378,0.0856
2013-09-05,1.6455,0.4701
2013-09-06,1.6385,-0.4254
2013-09-09,1.6604,1.3366
2013-09-10,1.6686,0.4939
2013-09-11,1.6661,-0.1498
2013-09-12,1.6589,-0.4321
2013-09-13,1.6701,0.6751
2013-09-16,1.6683,-0.1078
2013-09-17,1.6464,-1.3127
2013-09-18,1.6433,-0.1883
2013-09-23,1.6651,1.3266
2013-09-24,1.6654,0.018
2013-09-25,1.6564,-0.5404
2013-09-26,1.6522,-0.2536
2013-09-27,1.6558,0.2179
2013-09-30,1.6556,-0.0121
2013-10-08,1.6783,1.3711
2013-10-09,1.683,0.28
2013-10-10,1.7017,1.1111
2013-10-11,1.7142,0.7346
2013-10-14,1.7098,-0.2567
2013-10-15,1.7235,0.8013
2013-10-16,1.7167,-0.3945
2013-10-17,1.708,-0.5068
2013-10-18,1.7125,0.2635
2013-10-21,1.7555,2.5109
2013-10-22,1.7363,-1.0937
2013-10-23,1.7049,-1.8084
2013-10-24,1.6987,-0.3637
2013-10-25,1.6791,-1.1538
2013-10-28,1.6729,-0.3692
2013-10-29,1.6706,-0.1375
2013-10-30,1.6897,1.1433
2013-10-31,1.6661,-1.3967
2013-11-01,1.6736,0.4502
2013-11-04,1.6662,-0.4422
2013-11-05,1.6616,-0.2761
2013-11-06,1.6371,-1.4745
2013-11-07,1.6183,-1.1484
2013-11-08,1.6047,-0.8404
2013-11-11,1.6097,0.3116
2013-11-12,1.6324,1.4102
2013-11-13,1.6038,-1.752
2013-11-14,1.6056,0.1122
2013-11-15,1.6285,1.4263
2013-11-18,1.6499,1.3141
2013-11-19,1.6295,-1.2364
2013-11-20,1.6338,0.2639
2013-11-21,1.615,-1.1507
2013-11-22,1.6067,-0.5139
2013-11-25,1.6008,-0.3672
2013-11-26,1.5996,-0.075
2013-11-27,1.6041,0.2813
2013-11-28,1.6313,1.6957
2013-11-29,1.6304,-0.0552
2013-12-02,1.6034,-1.656
2013-12-03,1.6199,1.0291
2013-12-04,1.6325,0.7778
2013-12-05,1.6256,-0.4227
2013-12-06,1.6197,-0.3629
2013-12-09,1.6199,0.0123
2013-12-10,1.6191,-0.0494
2013-12-11,1.6035,-0.9635
2013-12-12,1.6089,0.3368
2013-12-13,1.6174,0.5283
2013-12-16,1.609,-0.5194
2013-12-17,1.6136,0.2859
2013-12-18,1.6095,-0.2541
2013-12-19,1.5961,-0.8326
2013-12-20,1.5793,-1.0526
2013-12-23,1.5802,0.057
2013-12-24,1.5795,-0.0443
2013-12-25,1.5991,1.2409
2013-12-26,1.5856,-0.8442
2013-12-27,1.602,1.0343
2013-12-30,1.6052,0.1998
2013-12-31,1.6203,0.9407
2014-01-02,1.6119,-0.5184
2014-01-03,1.5993,-0.7817
2014-01-06,1.5627,-2.2885
2014-01-07,1.5616,-0.0704
2014-01-08,1.5686,0.4483
2014-01-09,1.5575,-0.7076
2014-01-10,1.5488,-0.5586
2014-01-13,1.5329,-1.0266
2014-01-14,1.5519,1.2395
2014-01-15,1.5544,0.1611
2014-01-16,1.5577,0.2123
2014-01-17,1.5332,-1.5728
2014-01-20,1.5294,-0.2478
2014-01-21,1.5354,0.3923
2014-01-22,1.5789,2.8331
2014-01-23,1.5824,0.2217
2014-01-24,1.5929,0.6635
2014-01-27,1.5759,-1.0672
2014-01-28,1.5692,-0.4252
2014-01-29,1.5602,-0.5735
2014-01-30,1.5436,-1.064
2014-02-07,1.5554,0.7644
2014-02-10,1.5906,2.2631
2014-02-11,1.5981,0.4715
2014-02-12,1.603,0.3066
2014-02-13,1.5879,-0.942
2014-02-14,1.6018,0.8754
2014-02-17,1.613,0.6992
2014-02-18,1.6026,-0.6448
2014-02-19,1.6005,-0.131
2014-02-20,1.5942,-0.3936
2014-02-21,1.5827,-0.7214
2014-02-24,1.548,-2.1925
2014-02-25,1.5142,-2.1835
2014-02-26,1.5045,-0.6406
2014-02-27,1.4738,-2.0405
2014-02-28,1.5132,2.6734
2014-03-03,1.5424,1.9297
2014-03-04,1.5316,-0.7002
2014-03-05,1.5279,-0.2416
2014-03-06,1.5565,1.8719
2014-03-07,1.5625,0.3855
2014-03-10,1.5288,-2.1568
2014-03-11,1.5552,1.7268
2014-03-12,1.5482,-0.4501
2014-03-13,1.569,1.3435
2014-03-14,1.5529,-1.0261
2014-03-17,1.5732,1.3072
2014-03-18,1.5731,-0.0064
2014-03-19,1.5535,-1.2459
2014-03-20,1.526,-1.7702
2014-03-21,1.5703,2.903
2014-03-24,1.581,0.6814
2014-03-25,1.58,-0.0633
2014-03-26,1.5755,-0.2848
2014-03-27,1.5563,-1.2187
2014-03-28,1.5346,-1.3943
2014-03-31,1.5473,0.8276
2014-04-01,1.5718,1.5834
2014-04-02,1.5883,1.0498
2014-04-03,1.5759,-0.7807
2014-04-04,1.5902,0.9074
2014-04-08,1.603,0.8049
2014-04-09,1.6134,0.6488
2014-04-10,1.6202,0.4215
2014-04-11,1.6416,1.3208
2014-04-14,1.652,0.6335
2014-04-15,1.6341,-1.0835
2014-04-16,1.6353,0.0734
2014-04-17,1.6304,-0.2996
2014-04-18,1.6301,-0.0184
2014-04-21,1.6046,-1.5643
2014-04-22,1.5998,-0.2991
2014-04-23,1.608,0.5126
2014-04-24,1.6031,-0.3047
2014-04-25,1.5702,-2.0523
2014-04-28,1.541,-1.8596
2014-04-29,1.5642,1.5055
2014-04-30,1.5766,0.7927
2014-05-05,1.5764,-0.0127
2014-05-06,1.5776,0.0761
2014-05-07,1.5678,-0.6212
2014-05-08,1.566,-0.1148
2014-05-09,1.5543,-0.7471
2014-05-12,1.5696,0.9844
2014-05-13,1.5787,0.5798
2014-05-14,1.5749,-0.2407
2014-05-15,1.5506,-1.543
2014-05-16,1.5533,0.1741
2014-05-19,1.526,-1.7575
2014-05-20,1.5185,-0.4915
2014-05-21,1.5397,1.3961
2014-05-22,1.5465,0.4416
2014-05-23,1.5635,1.0993
2014-05-26,1.5764,0.8251
2014-05-27,1.5698,-0.4187
2014-05-28,1.5842,0.9173
2014-05-29,1.578,-0.3914
2014-05-30,1.5776,-0.0253
2014-06-03,1.5626,-0.9508
2014-06-04,1.546,-1.0623
2014-06-05,1.5627,1.0802
2014-06-06,1.557,-0.3648
2014-06-09,1.5573,0.0193
2014-06-10,1.571,0.8797
2014-06-11,1.5815,0.6684
2014-06-12,1.5851,0.2276
2014-06-13,1.5893,0.265
2014-06-16,1.5896,0.0189
2014-06-17,1.5774,-0.7675
2014-06-18,1.5704,-0.4438
2014-06-19,1.5556,-0.9424
2014-06-20,1.5572,0.1029
2014-06-23,1.5692,0.7706
2014-06-24,1.5862,1.0834
2014-06-25,1.5808,-0.3404
2014-06-26,1.5965,0.9932
2014-06-27,1.6015,0.3132
2014-06-30,1.6091,0.4746
2014-07-01,1.5969,-0.7582
2014-07-02,1.5925,-0.2755
2014-07-03,1.5984,0.3705
2014-07-04,1.6012,0.1752
2014-07-07,1.608,0.4247
2014-07-08,1.6139,0.3669
2014-07-09,1.5882,-1.5924
2014-07-10,1.5765,-0.7367
2014-07-11,1.5842,0.4884
2014-07-14,1.6132,1.8306
2014-07-15,1.6359,1.4071
2014-07-16,1.6332,-0.165
2014-07-17,1.6234,-0.6
2014-07-18,1.6604,2.2792
2014-07-21,1.6681,0.4637
2014-07-22,1.687,1.133
2014-07-23,1.6863,-0.0415
2014-07-24,1.7115,1.4944
2014-07-25,1.7187,0.4207
2014-07-28,1.748,1.7048
2014-07-29,1.7382,-0.5606
2014-07-30,1.7232,-0.863
2014-07-31,1.7449,1.2593
2014-08-01,1.74,-0.2808
2014-08-04,1.7638,1.3678
2014-08-05,1.7577,-0.3458
2014-08-06,1.7439,-0.7851
2014-08-07,1.7191,-1.4221
2014-08-08,1.7204,0.0756
2014-08-11,1.7439,1.366
2014-08-12,1.7403,-0.2064
2014-08-13,1.7384,-0.1092
2014-08-14,1.7242,-0.8168
2014-08-15,1.7391,0.8642
2014-08-18,1.7398,0.0403
2014-08-19,1.7364,-0.1954
2014-08-20,1.7376,0.0691
2014-08-21,1.7317,-0.3395
2014-08-22,1.7432,0.6641
2014-08-25,1.7189,-1.394
2014-08-26,1.7034,-0.9017
2014-08-27,1.7003,-0.182
2014-08-28,1.6893,-0.6469
2014-08-29,1.7084,1.1306
2014-09-01,1.7201,0.6849
2014-09-02,1.7407,1.1976
2014-09-03,1.7577,0.9766
2014-09-04,1.7641,0.3641
2014-09-05,1.7773,0.7483
2014-09-09,1.7637,-0.7652
2014-09-10,1.7583,-0.3062
2014-09-11,1.7399,-1.0465
2014-09-12,1.7411,0.069
2014-09-15,1.7283,-0.7352
2014-09-16,1.6937,-2.002
2014-09-17,1.7075,0.8148
2014-09-18,1.7105,0.1757
2014-09-19,1.718,0.4385
2014-09-22,1.6854,-1.8976
2014-09-23,1.6996,0.8425
2014-09-24,1.7179,1.0767
2014-09-25,1.7123,-0.326
2014-09-26,1.7061,-0.3621
2014-09-29,1.7094,0.1934
2014-09-30,1.7106,0.0702
2014-10-08,1.7364,1.5082
2014-10-09,1.7392,0.1613
2014-10-10,1.735,-0.2415
2014-10-13,1.7225,-0.7205
2014-10-14,1.7171,-0.3135
2014-10-15,1.7161,-0.0582
2014-10-16,1.6936,-1.3111
2014-10-17,1.7136,1.1809
2014-10-20,1.7138,0.0117
2014-10-21,1.7062,-0.4435
2014-10-22,1.6915,-0.8616
2014-10-23,1.6718,-1.1646
2014-10-24,1.6699,-0.1136
2014-10-27,1.6563,-0.8144
2014-10-28,1.6657,0.5675
2014-10-29,1.6826,1.0146
2014-10-30,1.6815,-0.0654
2014-10-31,1.6956,0.8385
2014-11-03,1.6958,0.0118
2014-11-04,1.6815,-0.8433
2014-11-05,1.668,-0.8029
2014-11-06,1.6752,0.4317
2014-11-07,1.6705,-0.2806
2014-11-10,1.7055,2.0952
2014-11-11,1.6972,-0.4867
2014-11-12,1.7186,1.2609
2014-11-13,1.7121,-0.3782
2014-11-14,1.7246,0.7301
2014-11-17,1.7269,0.1334
2014-11-18,1.7027,-1.4014
2014-11-19,1.6978,-0.2878
2014-11-20,1.6869,-0.642
2014-11-21,1.7088,1.2982
2014-11-24,1.7442,2.0716
2014-11-25,1.7607,0.946
2014-11-26,1.7652,0.2556
2014-11-27,1.7671,0.1076
2014-11-28,1.7909,1.3468
2014-12-01,1.8216,1.7142
2014-12-02,1.8455,1.312
2014-12-03,1.8814,1.9453
2014-12-04,1.9331,2.748
2014-12-05,1.8889,-2.2865
2014-12-08,1.9376,2.5782
2014-12-09,1.8745,-3.2566
2014-12-10,1.9612,4.6252
2014-12-11,1.9671,0.3008
2014-12-12,1.9757,0.4372
2014-12-15,1.96,-0.7947
2014-12-16,1.9572,-0.1429
2014-12-17,1.9662,0.4598
2014-12-18,1.9672,0.0509
2014-12-19,1.9512,-0.8133
2014-12-22,1.9504,-0.041
2014-12-23,1.9727,1.1434
2014-12-24,1.9324,-2.0429
2014-12-25,1.9624,1.5525
2014-12-26,1.9989,1.86
2014-12-29,2.0406,2.0861
2014-12-30,2.0507,0.495
2014-12-31,2.1295,3.8426
2015-01-05,2.2374,5.0669
2015-01-06,2.2317,-0.2548
2015-01-07,2.2203,-0.5108
2015-01-08,2.2017,-0.8377
2015-01-09,2.192,-0.4406
2015-01-12,2.1903,-0.0776
2015-01-13,2.2082,0.8172
2015-01-14,2.1782,-1.3586
2015-01-15,2.214,1.6436
2015-01-16,2.2228,0.3975
2015-01-19,2.114,-4.8947
2015-01-20,2.1734,2.8098
2015-01-21,2.2309,2.6456
2015-01-22,2.241,0.4527
2015-01-23,2.2243,-0.7452
2015-01-26,2.2445,0.9082
2015-01-27,2.2391,-0.2406
2015-01-28,2.213,-1.1656
2015-01-29,2.188,-1.1297
2015-01-30,2.184,-0.1828
2015-02-02,2.1554,-1.3095
2015-02-03,2.172,0.7702
2015-02-04,2.1522,-0.9116
2015-02-05,2.1291,-1.0733
2015-02-06,2.1102,-0.8877
2015-02-09,2.132,1.0331
2015-02-10,2.1484,0.7692
2015-02-11,2.1584,0.4655
2015-02-12,2.1737,0.7089
2015-02-13,2.1787,0.23
2015-02-16,2.1844,0.2616
2015-02-17,2.2074,1.0529
2015-02-25,2.2087,0.0589
2015-02-26,2.232,1.0549
2015-02-27,2.2281,-0.1747
2015-03-02,2.2345,0.2872
2015-03-03,2.1948,-1.7767
2015-03-04,2.2132,0.8383
2015-03-05,2.1946,-0.8404
2015-03-06,2.186,-0.3919
2015-03-09,2.2221,1.6514
2015-03-10,2.2164,-0.2565
2015-03-11,2.2226,0.2797
2015-03-12,2.2378,0.6839
2015-03-13,2.2383,0.0223
2015-03-16,2.281,1.9077
2015-03-17,2.2973,0.7146
2015-03-18,2.331,1.4669
2015-03-19,2.3208,-0.4376
2015-03-20,2.3302,0.405
2015-03-23,2.3697,1.6951
2015-03-24,2.36,-0.4093
2015-03-25,2.3593,-0.0297
2015-03-26,2.3884,1.2334
2015-03-27,2.4002,0.4941
2015-03-30,2.4539,2.2373
2015-03-31,2.4347,-0.7824
2015-04-01,2.4771,1.7415
2015-04-02,2.4928,0.6338
2015-04-03,2.5053,0.5014
2015-04-07,2.5448,1.5767
2015-04-08,2.5435,-0.0511
2015-04-09,2.5148,-1.1284
2015-04-10,2.5749,2.3899
2015-04-13,2.6123,1.4525
2015-04-14,2.5993,-0.4976
2015-04-15,2.5583,-1.5773
2015-04-16,2.678,4.6789
2015-04-17,2.6847,0.2502
2015-04-20,2.6373,-1.7656
2015-04-21,2.7649,4.8383
2015-04-22,2.8048,1.4431
2015-04-23,2.7966,-0.2924
2015-04-24,2.7695,-0.969
2015-04-27,2.7976,1.0146
2015-04-28,2.7436,-1.9302
2015-04-29,2.7947,1.8625
2015-04-30,2.8202,0.9124
2015-05-04,2.8454,0.8936
2015-05-05,2.7393,-3.7288
2015-05-06,2.7294,-0.3614
2015-05-07,2.7298,0.0147
2015-05-08,2.7813,1.8866
2015-05-11,2.8344,1.9092
2015-05-12,2.8267,-0.2717
2015-05-13,2.8428,0.5696
2015-05-14,2.811,-1.1186
2015-05-15,2.783,-0.9961
2015-05-18,2.7547,-1.0169
2015-05-19,2.8252,2.5593
2015-05-20,2.8884,2.237
2015-05-21,2.9537,2.2608
2015-05-22,3.0067,1.7944
2015-05-25,3.0924,2.8503
2015-05-26,3.137,1.4422
2015-05-27,3.0822,-1.7469
2015-05-28,2.9455,-4.4351
2015-05-29,2.9412,-0.146
2015-06-01,3.0564,3.9168
2015-06-02,3.0918,1.1582
2015-06-03,3.0641,-0.8959
2015-06-04,3.0288,-1.1521
2015-06-05,3.0595,1.0136
2015-06-08,3.103,1.4218
2015-06-09,3.0921,-0.3513
2015-06-10,3.1034,0.3654
2015-06-11,3.1128,0.3029
2015-06-12,3.1435,0.9863
2015-06-15,3.1602,0.5313
2015-06-16,3.1046,-1.7594
2015-06-17,3.1122,0.2448
2015-06-18,3.0268,-2.744
2015-06-19,2.8964,-4.3082
2015-06-23,3.0228,4.364
2015-06-24,3.0855,2.0742
2015-06-25,3.0077,-2.5215
2015-06-26,2.8396,-5.589
2015-06-29,2.8252,-0.5071
2015-06-30,2.933,3.8157
2015-07-01,2.8366,-3.2867
2015-07-02,2.7214,-4.0612
2015-07-03,2.5997,-4.472
2015-07-06,2.6376,1.4579
2015-07-07,2.5196,-4.4738
2015-07-08,2.3528,-6.6201
2015-07-09,2.5488,8.3305
2015-07-10,2.7476,7.7997
2015-07-13,2.841,3.3993
2015-07-14,2.763,-2.7455
2015-07-15,2.6894,-2.6638
2015-07-16,2.7228,1.2419
2015-07-17,2.8032,2.9528
2015-07-20,2.7795,-0.8455
2015-07-21,2.7803,0.0288
2015-07-22,2.7806,0.0108
2015-07-23,2.8025,0.7876
2015-07-24,2.7729,-1.0562
2015-07-27,2.5812,-6.9133
2015-07-28,2.623,1.6194
2015-07-29,2.6662,1.647
2015-07-30,2.6176,-1.8228
2015-07-31,2.6472,1.1308
2015-08-03,2.7008,2.0248
2015-08-04,2.7428,1.5551
2015-08-05,2.697,-1.6698
2015-08-06,2.6964,-0.0222
2015-08-07,2.7184,0.8159
2015-08-10,2.7822,2.347
2015-08-11,2.7662,-0.5751
2015-08-12,2.7215,-1.6159
2015-08-13,2.7375,0.5879
2015-08-14,2.7396,0.0767
2015-08-17,2.7524,0.4672
2015-08-18,2.6189,-4.8503
2015-08-19,2.6514,1.241
2015-08-20,2.5855,-2.4855
2015-08-21,2.488,-3.771
2015-08-24,2.3151,-6.9494
2015-08-25,2.2492,-2.8465
2015-08-26,2.3189,3.0989
2015-08-27,2.4307,4.8213
2015-08-28,2.4763,1.876
2015-08-31,2.4567,-0.7915
2015-09-01,2.4062,-2.0556
2015-09-02,2.4353,1.2094
2015-09-07,2.3774,-2.3775
2015-09-08,2.4295,2.1915
2015-09-09,2.4532,0.9755
2015-09-10,2.4175,-1.4552
2015-09-11,2.3868,-1.2699
2015-09-14,2.3467,-1.6801
2015-09-15,2.2957,-2.1733
2015-09-16,2.3997,4.5302
2015-09-17,2.3434,-2.3461
2015-09-18,2.3643,0.8919
2015-09-21,2.4063,1.7764
2015-09-22,2.4107,0.1829
2015-09-23,2.3724,-1.5888
2015-09-24,2.3843,0.5016
2015-09-25,2.3508,-1.405
2015-09-28,2.3726,0.9273
2015-09-29,2.3608,-0.4973
2015-09-30,2.3781,0.7328
2015-10-08,2.4398,2.5945
2015-10-09,2.4502,0.4263
2015-10-12,2.5073,2.3304
2015-10-13,2.5193,0.4786
2015-10-14,2.4826,-1.4568
2015-10-15,2.5228,1.6193
2015-10-16,2.5488,1.0306
2015-10-19,2.5593,0.412
2015-10-20,2.5631,0.1485
2015-10-21,2.4396,-4.8184
2015-10-22,2.488,1.9839
2015-10-23,2.5397,2.078
2015-10-26,2.5714,1.2482
2015-10-27,2.5842,0.4978
2015-10-28,2.5539,-1.1725
2015-10-29,2.5839,1.1747
2015-10-30,2.6015,0.6811
2015-11-02,2.5853,-0.6227
2015-11-03,2.5696,-0.6073
2015-11-04,2.6542,3.2923
2015-11-05,2.6721,0.6744
2015-11-06,2.6933,0.7934
2015-11-09,2.6907,-0.0965
2015-11-10,2.6771,-0.5054
2015-11-11,2.679,0.071
2015-11-12,2.6694,-0.3583
2015-11-13,2.6453,-0.9028
2015-11-16,2.6464,0.0416
2015-11-17,2.6429,-0.1323
2015-11-18,2.617,-0.98
2015-11-19,2.6404,0.8942
2015-11-20,2.6392,-0.0454
2015-11-23,2.6184,-0.7881
2015-11-24,2.612,-0.2444
2015-11-25,2.6247,0.4862
2015-11-26,2.6206,-0.1562
2015-11-27,2.5264,-3.5946
2015-11-30,2.535,0.3404
2015-12-01,2.5592,0.9546
2015-12-02,2.62,2.3757
2015-12-03,2.6228,0.1069
2015-12-04,2.5967,-0.9951
2015-12-07,2.6116,0.5738
2015-12-08,2.5671,-1.7039
2015-12-09,2.5734,0.2454
2015-12-10,2.5662,-0.2798
2015-12-11,2.5811,0.5806
2015-12-14,2.6099,1.1158
2015-12-15,2.6219,0.4598
2015-12-16,2.5988,-0.881
2015-12-17,2.6338,1.3468
2015-12-18,2.6433,0.3607
2015-12-21,2.7589,4.3733
2015-12-22,2.7574,-0.0544
2015-12-23,2.7341,-0.845
2015-12-24,2.7157,-0.673
2015-12-25,2.7118,-0.1436
2015-12-28,2.6493,-2.3047
2015-12-29,2.6909,1.5702
2015-12-30,2.6985,0.2824
2015-12-31,2.6786,-0.7374
2016-01-04,2.5149,-6.1114
2016-01-05,2.5459,1.2327
2016-01-06,2.5818,1.4101
2016-01-07,2.4203,-6.2553
2016-01-08,2.467,1.9295
2016-01-11,2.3603,-4.3251
2016-01-12,2.3716,0.4788
2016-01-13,2.3508,-0.877
2016-01-14,2.3941,1.8419
2016-01-15,2.3231,-2.9656
2016-01-18,2.3265,0.1464
2016-01-19,2.3943,2.9142
2016-01-20,2.3513,-1.7959
2016-01-21,2.2893,-2.6368
2016-01-22,2.3087,0.8474
2016-01-25,2.3279,0.8316
2016-01-26,2.2248,-4.4289
2016-01-27,2.2194,-0.2427
2016-01-28,2.1913,-1.2661
2016-01-29,2.2534,2.8339
2016-02-01,2.2489,-0.1997
2016-02-02,2.2973,2.1522
2016-02-03,2.2852,-0.5267
2016-02-04,2.2985,0.582
2016-02-05,2.2859,-0.5482
2016-02-15,2.2686,-0.7568
2016-02-16,2.329,2.6624
2016-02-17,2.3385,0.4079
2016-02-18,2.3269,-0.496
2016-02-19,2.3236,-0.1418
2016-02-22,2.3754,2.2293
2016-02-23,2.3685,-0.2905
2016-02-24,2.3799,0.4813
2016-02-25,2.2509,-5.4204
2016-02-26,2.2802,1.3017
2016-02-29,2.2116,-3.0085
2016-03-01,2.2474,1.6187
2016-03-02,2.3405,4.1426
2016-03-03,2.3424,0.0812
2016-03-04,2.3627,0.8666
2016-03-07,2.3839,0.8973
2016-03-08,2.3688,-0.6334
2016-03-09,2.3488,-0.8443
2016-03-10,2.3381,-0.4556
2016-03-11,2.335,-0.1326
2016-03-14,2.37,1.4989
2016-03-15,2.3696,-0.0169
2016-03-16,2.3543,-0.6457
2016-03-17,2.3904,1.5334
2016-03-18,2.4242,1.414
2016-03-21,2.4522,1.155
2016-03-22,2.4543,0.0856
2016-03-23,2.4485,-0.2363
2016-03-24,2.4489,0.0163
2016-03-25,2.4697,0.8494
2016-03-28,2.4911,0.8665
2016-03-29,2.4644,-1.0718
2016-03-30,2.5064,1.7043
2016-03-31,2.5139,0.2992
2016-04-01,2.5019,-0.4773
2016-04-05,2.5263,0.9753
2016-04-06,2.5426,0.6452
2016-04-07,2.5043,-1.5063
2016-04-08,2.4868,-0.6988
2016-04-11,2.5003,0.5429
2016-04-12,2.489,-0.4519
2016-04-13,2.5009,0.4781
2016-04-14,2.5156,0.5878
2016-04-15,2.5102,-0.2147
2016-04-18,2.4807,-1.1752
2016-04-19,2.4924,0.4716
2016-04-20,2.4426,-1.9981
2016-04-21,2.4353,-0.2989
2016-04-22,2.4616,1.0799
2016-04-25,2.4635,0.0772
2016-04-26,2.4779,0.5845
2016-04-27,2.4783,0.0161
2016-04-28,2.4802,0.0767
2016-04-29,2.4988,0.7499
2016-05-03,2.587,3.5297
2016-05-04,2.5792,-0.3015
2016-05-05,2.5739,-0.2055
2016-05-06,2.5221,-2.0125
2016-05-09,2.5072,-0.5908
2016-05-10,2.521,0.5504
2016-05-11,2.5779,2.257
